chromosome	start	end	total_cn
chr5	132860425	132860426	2
chr12	78214827	78214828	2
chr14	52839847	52839848	2
chr7	48754350	48754351	2
chr18	22737490	22737491	2
chr7	24906445	24906446	2
chr13	58375044	58375045	2
chr9	129738492	129738493	2
chr2	189575605	189575606	2
chr22	28196834	28196835	2
chr16	72574735	72574736	2
chr5	103459478	103459479	2
chr9	113095842	113095843	2
chr20	24787472	24787473	2
chr9	119586051	119586052	2
chr11	12781372	12781373	2
chr20	18475748	18475749	2
chr19	56679407	56679408	2
chr2	171016076	171016077	2
chr6	6142423	6142424	2
chr13	75064370	75064371	2
chr17	41128285	41128286	2
chr2	167373191	167373192	2
chr21	27804610	27804611	2
chr19	29198183	29198184	2
chr16	66245994	66245995	2
chr22	44591373	44591374	2
chr22	45787264	45787265	2
chr11	13952923	13952924	2
chr11	45777097	45777098	2
chr1	42394758	42394759	2
chr8	92816005	92816006	2
chr3	185152083	185152084	2
chr20	15137434	15137435	2
chr19	32150170	32150171	2
chr21	18325186	18325187	2
chr6	16295011	16295012	2
chr10	109068341	109068342	2
chr17	51581331	51581332	2
chr12	68962714	68962715	2
chr12	92148038	92148039	2
chr7	37708280	37708281	2
chr20	9422957	9422958	2
chr2	158314074	158314075	2
chr2	158958383	158958384	2
chr17	37078094	37078095	2
chr18	34093228	34093229	2
chr15	62654539	62654540	2
chr11	8258161	8258162	2
chr22	24504470	24504471	2
chr21	17670862	17670863	2
chr4	165092847	165092848	2
chr5	120547088	120547089	2
chr22	39556289	39556290	2
chr19	30924539	30924540	2
chr14	91308647	91308648	2
chr5	95486486	95486487	2
chr15	80814513	80814514	2
chr5	127650105	127650106	2
chr19	31624859	31624860	2
chr6	10136274	10136275	2
chr6	29712737	29712738	2
chr10	85350314	85350315	2
chr16	68065021	68065022	2
chr4	179123850	179123851	2
chr14	26564526	26564527	2
chr16	81456037	81456038	2
chr16	51064722	51064723	2
chr5	95541509	95541510	2
chr10	75062238	75062239	2
chr3	117242815	117242816	2
chr10	115520179	115520180	2
chr14	86461727	86461728	2
chr13	29898014	29898015	2
chr6	43057271	43057272	2
chr2	158150530	158150531	2
chr14	46547875	46547876	2
chr3	191122482	191122483	2
chr14	85417365	85417366	2
chr6	10480945	10480946	2
chr10	99553637	99553638	2
chr22	44896547	44896548	2
chr6	5411005	5411006	2
chr12	80095828	80095829	2
chr15	61003616	61003617	2
chr8	130335665	130335666	2
chr20	2163514	2163515	2
chr5	132419241	132419242	2
chr1	78070650	78070651	2
chr22	42109898	42109899	2
chr21	32075216	32075217	2
chr5	115070571	115070572	2
chr7	3891882	3891883	2
chr10	109384202	109384203	2
chr3	160120703	160120704	2
chr20	5724171	5724172	2
chr8	141117582	141117583	2
chr10	115190315	115190316	2
chr14	38553287	38553288	2
chr13	49069774	49069775	2
chr21	32027059	32027060	2
chr7	31123662	31123663	2
chr10	101483547	101483548	2
chr15	39659925	39659926	2
chr12	44749446	44749447	2
chr20	19864026	19864027	2
chr1	81266133	81266134	2
chr1	98874956	98874957	2
chr12	107557946	107557947	2
chr19	35441085	35441086	2
chr12	87147592	87147593	2
chr19	33711574	33711575	2
chr1	50587627	50587628	2
chr5	117967178	117967179	2
chr3	113524114	113524115	2
chr20	8509228	8509229	2
chr16	60814864	60814865	2
chr17	53838319	53838320	2
chr22	44740776	44740777	2
chr13	77756622	77756623	2
chr12	86755333	86755334	2
chr8	87491392	87491393	2
chr11	4373198	4373199	2
chr21	32782916	32782917	2
chr14	43347017	43347018	2
chr16	52253442	52253443	2
chr19	39724625	39724626	2
chr6	42401347	42401348	2
chr10	95167534	95167535	2
chr2	159796266	159796267	2
chr2	184570191	184570192	2
chr6	17514148	17514149	2
chr7	3957465	3957466	2
chr18	21637606	21637607	2
chr9	119633794	119633795	2
chr6	29390107	29390108	2
chr21	24241011	24241012	2
chr14	88087631	88087632	2
chr18	51050024	51050025	2
chr4	176501386	176501387	2
chr6	14980693	14980694	2
chr14	86515472	86515473	2
chr5	97450700	97450701	2
chr9	96455184	96455185	2
chr1	53406389	53406390	2
chr21	19615772	19615773	2
chr17	49415547	49415548	2
chr22	39677587	39677588	2
chr19	48397921	48397922	2
chr14	78762108	78762109	2
chr20	22930977	22930978	2
chr22	37533161	37533162	2
chr14	20215476	20215477	2
chr2	186968091	186968092	2
chr1	51879526	51879527	2
chr14	68906447	68906448	2
chr10	74838161	74838162	2
chr22	36146482	36146483	2
chr4	101389638	101389639	2
chr17	50019156	50019157	2
chr22	37754634	37754635	2
chr21	29006842	29006843	2
chr15	73364175	73364176	2
chr4	138900773	138900774	2
chr18	30697289	30697290	2
chr22	30023374	30023375	2
chr15	46980434	46980435	2
chr7	41176976	41176977	2
chr18	44342099	44342100	2
chr6	12523033	12523034	2
chr10	104860256	104860257	2
chr18	24051125	24051126	2
chr9	97843084	97843085	2
chr7	5629888	5629889	2
chr19	45273717	45273718	2
chr22	43607821	43607822	2
chr4	175369132	175369133	2
chr17	58414647	58414648	2
chr6	23495047	23495048	2
chr2	166485169	166485170	2
chr13	36172876	36172877	2
chr16	52202875	52202876	2
chr11	18274520	18274521	2
chr17	50517587	50517588	2
chr13	69734381	69734382	2
chr5	136970449	136970450	2
chr12	100562686	100562687	2
chr3	119237062	119237063	2
chr4	153138807	153138808	2
chr1	71456299	71456300	2
chr4	132530309	132530310	2
chr22	23487099	23487100	2
chr18	29300746	29300747	2
chr16	66827524	66827525	2
chr2	225411954	225411955	2
chr17	52077133	52077134	2
chr13	46696362	46696363	2
chr12	70904783	70904784	2
chr2	224915951	224915952	2
chr3	190874292	190874293	2
chr3	147773888	147773889	2
chr4	165076257	165076258	2
chr4	183149657	183149658	2
chr4	152878778	152878779	2
chr9	105827936	105827937	2
chr16	76160576	76160577	2
chr20	2577279	2577280	2
chr9	98674414	98674415	2
chr7	23115104	23115105	2
chr19	41709470	41709471	2
chr20	16488303	16488304	2
chr5	95550843	95550844	2
chr12	104327128	104327129	2
chr8	109985743	109985744	2
chr18	20785530	20785531	2
chr22	48380308	48380309	2
chr2	162732051	162732052	2
chr22	28760221	28760222	2
chr22	27621435	27621436	2
chr14	54040969	54040970	2
chr17	38863428	38863429	2
chr14	104437888	104437889	2
chr18	34037842	34037843	2
chr20	17821126	17821127	2
chr17	58650628	58650629	2
chr9	127431180	127431181	2
chr9	104394907	104394908	2
chr15	70255066	70255067	2
chr13	41115204	41115205	2
chr19	51502445	51502446	2
chr13	70360093	70360094	2
chr2	163324798	163324799	2
chr7	47958620	47958621	2
chr6	11061596	11061597	2
chr5	101933786	101933787	2
chr3	106970383	106970384	2
chr21	17927825	17927826	2
chr4	124469322	124469323	2
chr22	48333822	48333823	2
chr9	118156995	118156996	2
chr4	87024106	87024107	2
chr2	191860103	191860104	2
chr10	84161856	84161857	2
chr19	59108999	59109000	2
chr19	42496070	42496071	2
chr21	27518293	27518294	2
chr4	173163026	173163027	2
chr7	34862740	34862741	2
chr8	113810159	113810160	2
chr3	166719696	166719697	2
chr22	25920463	25920464	2
chr10	103566265	103566266	2
chr14	52189570	52189571	2
chr7	33685613	33685614	2
chr12	73927919	73927920	2
chr8	115178648	115178649	2
chr2	186643301	186643302	2
chr17	50308845	50308846	2
chr20	7033233	7033234	2
chr12	42905000	42905001	2
chr14	101758048	101758049	2
chr9	126707868	126707869	2
chr5	116196740	116196741	2
chr10	113592485	113592486	2
chr19	45477054	45477055	2
chr12	88627070	88627071	2
chr1	91910235	91910236	2
chr11	47693322	47693323	2
chr3	192253416	192253417	2
chr15	68901577	68901578	2
chr2	156952979	156952980	2
chr8	94024703	94024704	2
chr10	85806982	85806983	2
chr12	47355231	47355232	2
chr9	111058369	111058370	2
chr8	113544094	113544095	2
chr19	31382442	31382443	2
chr14	37104662	37104663	2
chr22	43479813	43479814	2
chr9	118024910	118024911	2
chr7	9093748	9093749	2
chr15	74682641	74682642	2
chr7	39097446	39097447	2
chr18	22741167	22741168	2
chr11	45581607	45581608	2
chr13	69670066	69670067	2
chr12	107328499	107328500	2
chr3	190116785	190116786	2
chr9	127366981	127366982	2
chr17	60132770	60132771	2
chr21	20559779	20559780	2
chr2	217312173	217312174	2
chr21	20281712	20281713	2
chr20	13712648	13712649	2
chr10	103695397	103695398	2
chr17	60743100	60743101	2
chr14	94197314	94197315	2
chr1	45762456	45762457	2
chr20	21185671	21185672	2
chr2	167445555	167445556	2
chr3	96561244	96561245	2
chr10	113343075	113343076	2
chr6	30584354	30584355	2
chr11	14394640	14394641	2
chr20	15643384	15643385	2
chr6	56347740	56347741	2
chr1	31283804	31283805	2
chr6	8566187	8566188	2
chr19	52760483	52760484	2
chr16	77113513	77113514	2
chr21	20255173	20255174	2
chr17	52815838	52815839	2
chr12	79987223	79987224	2
chr18	38396424	38396425	2
chr20	17704024	17704025	2
chr14	29037474	29037475	2
chr3	142504215	142504216	2
chr7	31809718	31809719	2
chr2	199916786	199916787	2
chr18	30321902	30321903	2
chr22	38591808	38591809	2
chr8	88121054	88121055	2
chr7	36456204	36456205	2
chr15	33340868	33340869	2
chr1	94096719	94096720	2
chr18	18833884	18833885	2
chr10	70402699	70402700	2
chr14	39378400	39378401	2
chr1	38933773	38933774	2
chr19	52029629	52029630	2
chr9	95680611	95680612	2
chr13	63408680	63408681	2
chr7	41006823	41006824	2
chr2	175961158	175961159	2
chr22	38881155	38881156	2
chr20	286893	286894	2
chr1	79608508	79608509	2
chr20	18994582	18994583	2
chr11	19683061	19683062	2
chr8	105587205	105587206	2
chr21	28348399	28348400	2
chr10	107869933	107869934	2
chr18	33579908	33579909	2
chr20	6287465	6287466	2
chr20	25429423	25429424	2
chr12	52372291	52372292	2
chr10	78367164	78367165	2
chr12	38522064	38522065	2
chr2	216889007	216889008	2
chr7	9556410	9556411	2
chr11	24437896	24437897	2
chr11	6984431	6984432	2
chr3	103969014	103969015	2
chr12	94412899	94412900	2
chr9	123825496	123825497	2
chr16	74042396	74042397	2
chr12	54261357	54261358	2
chr2	220627063	220627064	2
chr1	78720252	78720253	2
chr18	30812254	30812255	2
chr22	45422803	45422804	2
chr17	48228310	48228311	2
chr10	102101971	102101972	2
chr13	23650782	23650783	2
chr22	32240302	32240303	2
chr13	62490344	62490345	2
chr22	34660430	34660431	2
chr7	35262491	35262492	2
chr2	229389686	229389687	2
chr16	84671978	84671979	2
chr14	35752444	35752445	2
chr14	62606067	62606068	2
chr5	131218204	131218205	2
chr6	8641637	8641638	2
chr7	21049457	21049458	2
chr15	62114934	62114935	2
chr11	7707076	7707077	2
chr2	170920010	170920011	2
chr9	126797897	126797898	2
chr1	34449825	34449826	2
chr4	177533248	177533249	2
chr7	10793048	10793049	2
chr3	141394237	141394238	2
chr17	60794761	60794762	2
chr20	438343	438344	2
chr20	24331586	24331587	2
chr7	23542541	23542542	2
chr22	36557208	36557209	2
chr10	94477767	94477768	2
chr5	106558016	106558017	2
chr12	89731509	89731510	2
chr8	138823265	138823266	2
chr6	26006731	26006732	2
chr6	6253653	6253654	2
chr13	41183497	41183498	2
chr11	16769981	16769982	2
chr2	212578229	212578230	2
chr5	125662400	125662401	2
chr13	47459796	47459797	2
chr13	85044444	85044445	2
chr13	38478326	38478327	2
chr1	92455962	92455963	2
chr17	59725036	59725037	2
chr15	61178390	61178391	2
chr2	183035127	183035128	2
chr16	69168537	69168538	2
chr13	40829492	40829493	2
chr8	97778841	97778842	2
chr12	62901164	62901165	2
chr17	55202769	55202770	2
chr20	13601834	13601835	2
chr1	86189751	86189752	2
chr1	50225156	50225157	2
chr15	80209474	80209475	2
chr19	41380434	41380435	2
chr13	55365234	55365235	2
chr3	162665459	162665460	2
chr11	18708861	18708862	2
chr20	11523273	11523274	2
chr9	93482276	93482277	2
chr16	55454850	55454851	2
chr11	24942198	24942199	2
chr1	58092842	58092843	2
chr13	76168975	76168976	2
chr1	57381737	57381738	2
chr4	148310380	148310381	2
chr3	165449052	165449053	2
chr22	44825504	44825505	2
chr5	106949668	106949669	2
chr10	106892047	106892048	2
chr13	64145646	64145647	2
chr1	94505566	94505567	2
chr22	35180510	35180511	2
chr18	42318451	42318452	2
chr9	131896523	131896524	2
chr5	123915793	123915794	2
chr15	56612793	56612794	2
chr6	28074980	28074981	2
chr18	31548336	31548337	2
chr4	143086255	143086256	2
chr4	141434034	141434035	2
chr14	55727344	55727345	2
chr11	17433737	17433738	2
chr22	23890125	23890126	2
chr16	53978435	53978436	2
chr9	115844267	115844268	2
chr5	127831922	127831923	2
chr22	49944966	49944967	2
chr2	176768659	176768660	2
chr1	44274169	44274170	2
chr5	111974510	111974511	2
chr9	94738827	94738828	2
chr6	23967146	23967147	2
chr17	53575930	53575931	2
chr11	2961013	2961014	2
chr21	19232118	19232119	2
chr1	34175363	34175364	2
chr12	49729428	49729429	2
chr5	116065758	116065759	2
chr3	117125947	117125948	2
chr6	20466599	20466600	2
chr16	87035500	87035501	2
chr21	31144782	31144783	2
chr22	40167600	40167601	2
chr7	40701701	40701702	2
chr17	55127473	55127474	2
chr5	127780855	127780856	2
chr4	152668174	152668175	2
chr2	213364588	213364589	2
chr15	61763025	61763026	2
chr13	58824039	58824040	2
chr19	42299162	42299163	2
chr17	44159392	44159393	2
chr4	134560547	134560548	2
chr14	20416656	20416657	2
chr11	48766119	48766120	2
chr19	50354757	50354758	2
chr14	98046406	98046407	2
chr8	108910452	108910453	2
chr9	120523218	120523219	2
chr11	15445107	15445108	2
chr7	3374993	3374994	2
chr13	67421061	67421062	2
chr1	101106061	101106062	2
chr10	105959552	105959553	2
chr17	44327649	44327650	2
chr19	46069832	46069833	2
chr2	159808533	159808534	2
chr4	187958829	187958830	2
chr14	53567327	53567328	2
chr14	85431581	85431582	2
chr10	82155151	82155152	2
chr8	118300331	118300332	2
chr9	95877201	95877202	2
chr6	57447214	57447215	2
chr4	86721796	86721797	2
chr3	141758189	141758190	2
chr20	8072912	8072913	2
chr19	55040336	55040337	2
chr10	84935322	84935323	2
chr2	152130172	152130173	2
chr2	195864123	195864124	2
chr14	42377090	42377091	2
chr7	21076662	21076663	2
chr3	160286152	160286153	2
chr6	8883954	8883955	2
chr20	6388114	6388115	2
chr5	134519893	134519894	2
chr10	68463628	68463629	2
chr18	40671965	40671966	2
chr21	15012522	15012523	2
chr16	55870038	55870039	2
chr10	69824580	69824581	2
chr22	47808821	47808822	2
chr14	82567669	82567670	2
chr15	39523481	39523482	2
chr9	111317577	111317578	2
chr10	73891751	73891752	2
chr20	23744029	23744030	2
chr2	204118544	204118545	2
chr22	28420504	28420505	2
chr19	46482363	46482364	2
chr18	47007282	47007283	2
chr7	32457730	32457731	2
chr12	57234381	57234382	2
chr9	130399802	130399803	2
chr10	99048851	99048852	2
chr5	133615325	133615326	2
chr17	47627828	47627829	2
chr14	92513471	92513472	2
chr20	16337787	16337788	2
chr17	62253439	62253440	2
chr8	96168296	96168297	2
chr14	92412560	92412561	2
chr11	2488591	2488592	2
chr20	18309529	18309530	2
chr14	88033420	88033421	2
chr3	185743045	185743046	2
chr13	82235751	82235752	2
chr4	109394464	109394465	2
chr13	53493810	53493811	2
chr20	11555782	11555783	2
chr20	13405025	13405026	2
chr15	34967771	34967772	2
chr8	113132250	113132251	2
chr11	43488552	43488553	2
chr18	48338566	48338567	2
chr19	40995920	40995921	2
chr3	168071533	168071534	2
chr1	69267058	69267059	2
chr4	184922467	184922468	2
chr16	85177263	85177264	2
chr18	22715205	22715206	2
chr1	96686283	96686284	2
chr15	79451418	79451419	2
chr18	34006829	34006830	2
chr12	50116621	50116622	2
chr8	142132040	142132041	2
chr1	84396065	84396066	2
chr9	132858505	132858506	2
chr10	113659044	113659045	2
chr18	43636605	43636606	2
chr21	25616271	25616272	2
chr10	107398400	107398401	2
chr12	83884306	83884307	2
chr3	124083386	124083387	2
chr19	34131903	34131904	2
chr13	42676294	42676295	2
chr10	104421522	104421523	2
chr18	44633047	44633048	2
chr1	36517585	36517586	2
chr22	45416824	45416825	2
chr15	66316092	66316093	2
chr19	56096416	56096417	2
chr4	158503194	158503195	2
chr1	88335287	88335288	2
chr21	33146500	33146501	2
chr8	134902672	134902673	2
chr6	40258171	40258172	2
chr5	120366414	120366415	2
chr8	112870540	112870541	2
chr5	114269001	114269002	2
chr20	24201607	24201608	2
chr3	128855666	128855667	2
chr8	98593018	98593019	2
chr16	63242190	63242191	2
chr16	65263543	65263544	2
chr10	105565152	105565153	2
chr19	45240118	45240119	2
chr7	12969237	12969238	2
chr16	65911500	65911501	2
chr15	39335875	39335876	2
chr7	40314312	40314313	2
chr22	32916278	32916279	2
chr15	50381346	50381347	2
chr7	31430054	31430055	2
chr5	136229082	136229083	2
chr7	15303584	15303585	2
chr18	49753331	49753332	2
chr13	33044283	33044284	2
chr2	208745648	208745649	2
chr20	6067893	6067894	2
chr3	185423525	185423526	2
chr17	50787130	50787131	2
chr16	52042099	52042100	2
chr16	55891324	55891325	2
chr15	54582382	54582383	2
chr2	210651219	210651220	2
chr9	99286608	99286609	2
chr17	51114948	51114949	2
chr3	113728921	113728922	2
chr13	30969326	30969327	2
chr7	39753453	39753454	2
chr7	34594439	34594440	2
chr12	102898197	102898198	2
chr14	22838235	22838236	2
chr9	115798167	115798168	2
chr6	1771065	1771066	2
chr18	36310591	36310592	2
chr11	16951141	16951142	2
chr19	29589429	29589430	2
chr11	11607773	11607774	2
chr22	33273894	33273895	2
chr1	101421646	101421647	2
chr19	33531617	33531618	2
chr3	164454837	164454838	2
chr14	33163175	33163176	2
chr15	42697015	42697016	2
chr8	115604783	115604784	2
chr5	108046046	108046047	2
chr21	14906935	14906936	2
chr3	133968558	133968559	2
chr1	40238322	40238323	2
chr8	96326910	96326911	2
chr12	49527405	49527406	2
chr6	51724717	51724718	2
chr15	44264965	44264966	2
chr4	106667076	106667077	2
chr4	180257552	180257553	2
chr16	82872436	82872437	2
chr17	50680388	50680389	2
chr2	186467762	186467763	2
chr22	21261204	21261205	2
chr18	20728800	20728801	2
chr7	42313187	42313188	2
chr6	28514540	28514541	2
chr1	54250640	54250641	2
chr18	29412828	29412829	2
chr3	120032855	120032856	2
chr19	36352073	36352074	2
chr4	121170426	121170427	2
chr22	30948207	30948208	2
chr8	103455686	103455687	2
chr2	223091581	223091582	2
chr4	126037409	126037410	2
chr15	53637468	53637469	2
chr2	185817613	185817614	2
chr14	78481847	78481848	2
chr12	44065195	44065196	2
chr9	101867069	101867070	2
chr7	39252654	39252655	2
chr20	25682712	25682713	2
chr21	29712842	29712843	2
chr11	15327456	15327457	2
chr15	43790266	43790267	2
chr19	49082359	49082360	2
chr8	118903598	118903599	2
chr6	28330316	28330317	2
chr22	29279353	29279354	2
chr6	57226116	57226117	2
chr10	74207918	74207919	2
chr20	1369478	1369479	2
chr10	113984432	113984433	2
chr4	98423638	98423639	2
chr3	184090863	184090864	2
chr14	39678546	39678547	2
chr11	9535475	9535476	2
chr21	22877084	22877085	2
chr21	32288480	32288481	2
chr10	85769623	85769624	2
chr6	17600949	17600950	2
chr7	47240834	47240835	2
chr22	22070925	22070926	2
chr5	129280194	129280195	2
chr20	22051168	22051169	2
chr18	20420878	20420879	2
chr1	41535972	41535973	2
chr12	64928470	64928471	2
chr15	39536175	39536176	2
chr10	69522878	69522879	2
chr18	46863640	46863641	2
chr19	35241359	35241360	2
chr11	32064478	32064479	2
chr21	15438897	15438898	2
chr9	125513069	125513070	2
chr5	119330329	119330330	2
chr12	97581160	97581161	2
chr19	40240701	40240702	2
chr19	54951255	54951256	2
chr18	43687826	43687827	2
chr16	55627215	55627216	2
chr14	23068683	23068684	2
chr18	19766112	19766113	2
chr6	51062568	51062569	2
chr20	20192985	20192986	2
chr2	154128683	154128684	2
chr9	101807127	101807128	2
chr7	1052008	1052009	2
chr13	48273138	48273139	2
chr21	21493823	21493824	2
chr13	62591917	62591918	2
chr21	18833877	18833878	2
chr11	25856299	25856300	2
chr20	2522072	2522073	2
chr5	97815174	97815175	2
chr3	180516944	180516945	2
chr22	27104134	27104135	2
chr8	100784470	100784471	2
chr9	126682842	126682843	2
chr17	49242974	49242975	2
chr5	110312290	110312291	2
chr14	68822282	68822283	2
chr7	27286488	27286489	2
chr19	57933624	57933625	2
chr7	7619639	7619640	2
chr12	99937077	99937078	2
chr2	205622419	205622420	2
chr5	121948521	121948522	2
chr16	80857666	80857667	2
chr1	64432074	64432075	2
chr21	16280497	16280498	2
chr3	117342310	117342311	2
chr18	18853696	18853697	2
chr18	47549794	47549795	2
chr8	139847556	139847557	2
chr5	93828033	93828034	2
chr10	88945500	88945501	2
chr15	70841665	70841666	2
chr18	37829023	37829024	2
chr7	24553457	24553458	2
chr18	41064259	41064260	2
chr3	179582196	179582197	2
chr22	47035142	47035143	2
chr13	76910178	76910179	2
chr11	14227112	14227113	2
chr4	76229803	76229804	2
chr14	71028406	71028407	2
chr19	31194243	31194244	2
chr13	21052725	21052726	2
chr13	50572341	50572342	2
chr15	56558776	56558777	2
chr11	7758800	7758801	2
chr18	37072470	37072471	2
chr10	101843080	101843081	2
chr7	15009100	15009101	2
chr18	50241633	50241634	2
chr13	30419378	30419379	2
chr18	47635639	47635640	2
chr15	66897726	66897727	2
chr10	93117127	93117128	2
chr14	72384564	72384565	2
chr12	106575291	106575292	2
chr1	48389516	48389517	2
chr11	37955597	37955598	2
chr6	39528518	39528519	2
chr20	19839681	19839682	2
chr2	167552287	167552288	2
chr17	58831432	58831433	2
chr16	75579539	75579540	2
chr1	74684902	74684903	2
chr1	39116433	39116434	2
chr1	42713983	42713984	2
chr12	90782310	90782311	2
chr3	171405677	171405678	2
chr21	22829826	22829827	2
chr12	107286738	107286739	2
chr22	47648828	47648829	2
chr2	184868720	184868721	2
chr2	166604930	166604931	2
chr4	132171467	132171468	2
chr10	100555606	100555607	2
chr7	13986810	13986811	2
chr4	179584459	179584460	2
chr8	92081508	92081509	2
chr20	18211775	18211776	2
chr21	29052183	29052184	2
chr12	59633784	59633785	2
chr9	124673059	124673060	2
chr19	46019138	46019139	2
chr19	33832938	33832939	2
chr12	45087120	45087121	2
chr16	81857121	81857122	2
chr9	130213727	130213728	2
chr22	48838517	48838518	2
chr19	36430618	36430619	2
chr13	53277873	53277874	2
chr9	98410832	98410833	2
chr19	39519913	39519914	2
chr17	58293553	58293554	2
chr13	41752560	41752561	2
chr15	63843813	63843814	2
chr5	95549290	95549291	2
chr21	14806915	14806916	2
chr16	73115394	73115395	2
chr17	50330733	50330734	2
chr22	44194206	44194207	2
chr18	23461711	23461712	2
chr22	40614808	40614809	2
chr18	40603675	40603676	2
chr2	194760202	194760203	2
chr5	99043039	99043040	2
chr14	56434848	56434849	2
chr13	51571360	51571361	2
chr5	111062240	111062241	2
chr7	47129538	47129539	2
chr19	51590479	51590480	2
chr20	16923610	16923611	2
chr16	84597976	84597977	2
chr15	79664916	79664917	2
chr13	81334660	81334661	2
chr8	103948111	103948112	2
chr3	114027414	114027415	2
chr2	222173025	222173026	2
chr17	54312839	54312840	2
chr14	85416832	85416833	2
chr7	43172998	43172999	2
chr12	82032330	82032331	2
chr11	19819733	19819734	2
chr8	123286222	123286223	2
chr21	25521356	25521357	2
chr18	36842146	36842147	2
chr15	76985898	76985899	2
chr19	50728676	50728677	2
chr5	122457647	122457648	2
chr7	6909744	6909745	2
chr22	31598066	31598067	2
chr6	32809438	32809439	2
chr20	24428384	24428385	2
chr21	29716315	29716316	2
chr5	114598828	114598829	2
chr16	82893783	82893784	2
chr16	79593696	79593697	2
chr10	108844302	108844303	2
chr19	44838186	44838187	2
chr4	129678854	129678855	2
chr7	37353018	37353019	2
chr22	43340281	43340282	2
chr19	54837634	54837635	2
chr8	122241378	122241379	2
chr5	94882040	94882041	2
chr13	24094580	24094581	2
chr20	12359827	12359828	2
chr21	24207961	24207962	2
chr16	76353751	76353752	2
chr12	100922705	100922706	2
chr16	61834565	61834566	2
chr7	9950225	9950226	2
chr4	105656567	105656568	2
chr7	11947626	11947627	2
chr4	156996811	156996812	2
chr19	58335296	58335297	2
chr15	78676174	78676175	2
chr3	175489548	175489549	2
chr7	16375478	16375479	2
chr2	212673028	212673029	2
chr22	47547199	47547200	2
chr22	47952817	47952818	2
chr3	93800236	93800237	2
chr7	15262131	15262132	2
chr12	46972240	46972241	2
chr18	34678316	34678317	2
chr1	70903718	70903719	2
chr11	41981549	41981550	2
chr2	195510322	195510323	2
chr7	38726491	38726492	2
chr8	129656323	129656324	2
chr13	29140153	29140154	2
chr17	35792006	35792007	2
chr6	45519034	45519035	2
chr11	37586634	37586635	2
chr1	30622132	30622133	2
chr18	38445046	38445047	2
chr18	20565898	20565899	2
chr8	103585939	103585940	2
chr21	27255317	27255318	2
chr5	124652985	124652986	2
chr7	49708683	49708684	2
chr10	110549241	110549242	2
chr3	173791626	173791627	2
chr12	72405839	72405840	2
chr22	26156754	26156755	2
chr12	101865294	101865295	2
chr13	60640444	60640445	2
chr21	22201997	22201998	2
chr11	3752720	3752721	2
chr11	18534290	18534291	2
chr13	73210601	73210602	2
chr20	8944213	8944214	2
chr17	43133081	43133082	2
chr17	58775438	58775439	2
chr13	78656182	78656183	2
chr7	13889043	13889044	2
chr17	45506310	45506311	2
chr2	195296024	195296025	2
chr1	87008531	87008532	2
chr12	76341463	76341464	2
chr17	46928844	46928845	2
chr9	118181058	118181059	2
chr19	34101573	34101574	2
chr19	38156042	38156043	2
chr12	75042434	75042435	2
chr9	110724981	110724982	2
chr6	9786878	9786879	2
chr19	55276010	55276011	2
chr18	31335531	31335532	2
chr11	24650695	24650696	2
chr16	46823266	46823267	2
chr1	85438843	85438844	2
chr16	72543784	72543785	2
chr18	19660601	19660602	2
chr1	67738858	67738859	2
chr1	31256588	31256589	2
chr20	13100433	13100434	2
chr13	78129269	78129270	2
chr9	113445699	113445700	2
chr22	27113800	27113801	2
chr11	20867139	20867140	2
chr19	52995860	52995861	2
chr15	35638291	35638292	2
chr19	39166946	39166947	2
chr3	180305794	180305795	2
chr18	50634339	50634340	2
chr19	32106986	32106987	2
chr17	38974646	38974647	2
chr12	47397001	47397002	2
chr11	26149888	26149889	2
chr5	123817904	123817905	2
chr16	57653768	57653769	2
chr1	58245952	58245953	2
chr17	43249640	43249641	2
chr4	112896459	112896460	2
chr6	44265124	44265125	2
chr13	23278596	23278597	2
chr17	51765062	51765063	2
chr7	27539007	27539008	2
chr17	36729831	36729832	2
chr18	44403053	44403054	2
chr20	25882950	25882951	2
chr11	26338016	26338017	2
chr8	109329913	109329914	2
chr8	128330267	128330268	2
chr18	50727863	50727864	2
chr10	107997404	107997405	2
chr8	133087829	133087830	2
chr22	36626982	36626983	2
chr7	47871896	47871897	2
chr14	19357965	19357966	2
chr7	22571601	22571602	2
chr16	49517257	49517258	2
chr22	41270223	41270224	2
chr16	69408174	69408175	2
chr16	69917796	69917797	2
chr17	34927034	34927035	2
chr13	86297076	86297077	2
chr18	42477350	42477351	2
chr2	183945167	183945168	2
chr2	230863962	230863963	2
chr9	127321229	127321230	2
chr7	6168240	6168241	2
chr12	67057705	67057706	2
chr12	44306200	44306201	2
chr15	34974351	34974352	2
chr12	63072908	63072909	2
chr21	21567059	21567060	2
chr12	105648352	105648353	2
chr2	210915633	210915634	2
chr7	41444823	41444824	2
chr2	228659405	228659406	2
chr11	30594270	30594271	2
chr13	43652608	43652609	2
chr16	74458323	74458324	2
chr9	99592158	99592159	2
chr12	94357631	94357632	2
chr20	5074632	5074633	2
chr12	50618194	50618195	2
chr16	60020973	60020974	2
chr4	90192836	90192837	2
chr1	88748539	88748540	2
chr2	223677231	223677232	2
chr2	227970842	227970843	2
chr1	57969408	57969409	2
chr16	48266460	48266461	2
chr22	46134895	46134896	2
chr17	52044971	52044972	2
chr9	95653107	95653108	2
chr8	137147598	137147599	2
chr15	78202175	78202176	2
chr20	12719884	12719885	2
chr11	9955244	9955245	2
